customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
13135.0,1,196,3096.0,4,4,1,441
13136.0,127,56,2607.6100000000006,3,1,1,311
13137.0,687,10,3603.2899999999995,1,1,1,111
13138.0,63,22,962.3899999999998,2,2,2,222
13139.0,170,16,5064.9400000000005,1,1,1,111
13140.0,45,108,422.47,3,2,3,323
13141.0,135,84,2388.75,3,1,1,311
13142.0,23,19,307.08999999999986,2,3,3,233
13144.0,3,332,110.95,4,4,4,444
13145.0,6,39,618.52,2,4,3,243
13146.0,17,26,228.91,2,4,4,244
13147.0,4,10,712.8,1,4,2,142
13148.0,312,29,3683.26,2,1,1,211
13149.0,86,14,1676.0600000000002,1,2,1,121
13151.0,74,295,1257.8700000000003,4,2,2,422
13153.0,15,5,486.22000000000014,1,4,3,143
13155.0,85,33,971.7600000000001,2,2,2,222
13157.0,87,49,1741.2199999999998,2,2,1,221
13158.0,79,94,1201.06,3,2,2,322
13159.0,120,8,1429.35,1,1,2,112
13160.0,4,22,91.80000000000001,2,4,4,244
13161.0,8,313,112.75,4,4,4,444
13162.0,79,122,1688.29,3,2,1,321
13165.0,42,46,1021.4799999999999,2,2,2,222
13166.0,41,283,417.2,4,3,3,433
13167.0,64,18,779.33,2,2,2,222
13168.0,126,36,1299.59,2,1,2,212
13169.0,13,63,712.8800000000001,3,4,2,342
13170.0,30,26,108.80999999999999,2,3,4,234
13171.0,46,21,468.4099999999999,2,2,3,223
13173.0,43,4,353.65,1,2,3,123
13174.0,292,16,2738.82,1,1,1,111
13176.0,67,46,481.49,2,2,3,223
13177.0,17,64,282.45000000000005,3,4,4,344
13178.0,265,26,5725.47,2,1,1,211
13182.0,11,45,121.18,2,4,4,244
13183.0,94,7,3957.78,1,2,1,121
13184.0,178,14,1667.95,1,1,1,111
13185.0,1,267,71.4,4,4,4,444
13186.0,79,39,1575.8900000000008,2,2,2,222
13187.0,37,337,236.01999999999998,4,3,4,434
13188.0,2,11,114.6,1,4,4,144
13189.0,29,18,260.68,2,3,4,234
13192.0,63,95,911.94,3,2,2,322
13193.0,25,61,112.08,3,3,4,334
13194.0,3,135,60.7,3,4,4,344
13196.0,110,11,1797.78,1,1,1,111
13198.0,226,10,3401.2400000000002,1,1,1,111
13199.0,118,3,9802.119999999999,1,1,1,111
13200.0,46,19,870.0899999999999,2,2,2,222
13203.0,57,9,869.46,1,2,2,122
13207.0,8,15,250.26000000000002,1,4,4,144
13208.0,146,59,1193.17,3,1,2,312
13209.0,321,30,5891.610000000001,2,1,1,211
13210.0,22,93,353.47999999999996,3,3,3,333
13211.0,55,10,1095.4199999999996,1,2,2,122
13212.0,141,19,786.8299999999999,2,1,2,212
13213.0,90,56,1520.5800000000004,3,2,2,322
13216.0,5,267,333.74,4,4,3,443
13217.0,4,122,533.98,3,4,3,343
13218.0,5,127,62.64,3,4,4,344
13220.0,21,78,819.2900000000002,3,3,2,332
13221.0,65,240,844.8600000000001,4,2,2,422
13223.0,5,200,163.2,4,4,4,444
13224.0,107,60,2152.95,3,1,1,311
13225.0,32,3,6463.84,1,3,1,131
13226.0,16,273,108.21000000000001,4,4,4,444
13227.0,9,201,257.7,4,4,4,444
13228.0,2,81,358.0,3,4,3,343
13229.0,10,225,160.95000000000002,4,4,4,444
13230.0,587,4,2755.63,1,1,1,111
13232.0,201,12,1327.7500000000002,1,1,2,112
13233.0,43,74,605.12,3,2,3,323
13235.0,58,212,1031.0700000000002,4,2,2,422
13236.0,36,24,744.8499999999999,2,3,2,232
13238.0,31,17,700.73,1,3,2,132
13239.0,22,261,329.56,4,3,3,433
13240.0,66,96,648.7,3,2,3,323
13242.0,13,112,270.40000000000003,3,4,4,344
13243.0,57,203,585.1200000000001,4,2,3,423
13244.0,27,92,121.74,3,3,4,334
13245.0,16,50,430.5,2,4,3,243
13246.0,136,18,1961.52,2,1,1,211
13247.0,25,17,501.12000000000006,1,3,3,133
13248.0,26,124,465.68000000000006,3,3,3,333
13249.0,23,92,711.4100000000001,3,3,2,332
13253.0,36,156,1030.4,4,3,2,432
13255.0,13,9,399.51000000000005,1,4,3,143
13256.0,1,14,0.0,1,4,4,144
13258.0,36,11,672.8300000000002,1,3,2,132
13259.0,81,61,283.17999999999995,3,2,4,324
13260.0,8,61,557.62,3,4,3,343
13261.0,9,268,944.1,4,4,2,442
13262.0,11,263,200.29,4,4,4,444
13263.0,1662,1,7411.710000000001,1,1,1,111
13265.0,90,53,2092.6600000000003,3,2,1,321
13266.0,187,11,3834.26,1,1,1,111
13267.0,211,2,4521.49,1,1,1,111
13268.0,432,17,3152.71,1,1,1,111
13269.0,315,1,5343.280000000001,1,1,1,111
13270.0,1,366,590.0,4,4,3,443
13271.0,87,37,211.48999999999998,2,2,4,224
13272.0,15,31,276.56,2,4,4,244
13273.0,16,113,138.98,3,4,4,344
13276.0,30,63,590.93,3,3,3,333
13277.0,8,15,258.4,1,4,4,144
13278.0,46,40,542.7300000000001,2,2,3,223
13279.0,9,78,137.75,3,4,4,344
13280.0,82,122,798.46,3,2,2,322
13282.0,37,18,1132.1399999999999,2,3,2,232
13283.0,7,59,93.66,3,4,4,344
13284.0,13,330,201.18999999999997,4,4,4,444
13285.0,187,23,2709.1200000000003,2,1,1,211
13291.0,42,155,361.11000000000007,4,2,3,423
13292.0,31,38,578.94,2,3,3,233
13294.0,54,189,873.74,4,2,2,422
13295.0,10,359,201.20000000000005,4,4,4,444
13296.0,5,137,87.4,3,4,4,344
13297.0,59,7,2089.85,1,2,1,121
13298.0,2,1,360.0,1,4,3,143
13299.0,5,268,142.50000000000003,4,4,4,444
13300.0,20,169,371.89,4,3,3,433
13301.0,80,103,600.19,3,2,3,323
13302.0,1,155,63.75,4,4,4,444
13304.0,21,351,300.41999999999996,4,3,4,434
13305.0,81,4,2000.8600000000001,1,2,1,121
13307.0,1,120,15.0,3,4,4,344
13308.0,54,22,1385.5100000000002,2,2,2,222
13309.0,107,7,1456.7900000000002,1,1,2,112
13310.0,72,28,1132.03,2,2,2,222
13311.0,26,4,598.5700000000002,1,3,3,133
13313.0,78,22,1555.3199999999997,2,2,2,222
13314.0,62,1,775.94,1,2,2,122
13316.0,86,37,5732.93,2,2,1,221
13317.0,124,66,2273.68,3,1,1,311
13318.0,20,1,640.76,1,3,3,133
13319.0,476,5,10845.550000000001,1,1,1,111
13320.0,105,78,1532.2000000000003,3,1,2,312
13321.0,11,72,567.3600000000001,3,4,3,343
13322.0,25,17,199.47999999999996,1,3,4,134
13323.0,21,3,787.85,1,3,2,132
13324.0,75,36,7121.950000000001,2,2,1,221
13325.0,12,81,675.3,3,4,2,342
13327.0,108,38,3627.7700000000004,2,1,1,211
13328.0,17,316,1308.4799999999998,4,4,2,442
13329.0,17,31,789.0,2,4,2,242
13330.0,53,92,1140.93,3,2,2,322
13332.0,21,14,350.90000000000003,1,3,3,133
13334.0,265,82,3502.3200000000006,3,1,1,311
13336.0,51,77,795.12,3,2,2,322
13338.0,19,157,487.02000000000004,4,3,3,433
13339.0,54,200,860.1200000000001,4,2,2,422
13340.0,134,45,10736.480000000001,2,1,1,211
13341.0,42,260,775.8500000000001,4,2,2,422
13343.0,19,177,353.43,4,3,3,433
13344.0,116,67,2511.6900000000005,3,1,1,311
13345.0,20,287,389.5,4,3,3,433
13347.0,8,70,341.36,3,4,3,343
13348.0,14,64,233.76000000000005,3,4,4,344
13349.0,16,10,247.32000000000002,1,4,4,144
13350.0,40,16,979.1200000000001,1,3,2,132
13351.0,16,66,373.94,3,4,3,343
13352.0,24,60,397.98,3,3,3,333
13354.0,51,71,743.5300000000001,3,2,2,322
13355.0,32,122,674.7,3,3,2,332
13356.0,42,80,768.24,3,2,2,322
13357.0,89,257,609.4000000000001,4,2,3,423
13358.0,29,268,439.0299999999999,4,3,3,433
13359.0,23,63,439.5600000000001,3,3,3,333
13362.0,166,9,3090.7400000000002,1,1,1,111
13363.0,60,17,992.5,1,2,2,122
13364.0,10,71,134.96,3,4,4,344
13365.0,128,33,2225.37,2,1,1,211
13366.0,1,50,56.16,2,4,4,244
13368.0,29,256,623.4,4,3,3,433
13369.0,14,365,308.28000000000003,4,4,3,443
13370.0,39,371,754.8700000000001,4,3,2,432
13372.0,23,89,378.64,3,3,3,333
13373.0,158,60,3312.2500000000005,3,1,1,311
13375.0,37,88,778.6500000000001,3,3,2,332
13376.0,53,99,1019.76,3,2,2,322
13379.0,97,26,572.5600000000001,2,2,3,223
13381.0,172,31,3639.3100000000004,2,1,1,211
13382.0,15,280,222.99000000000004,4,4,4,444
13384.0,152,30,4151.93,2,1,1,211
13385.0,35,329,534.57,4,3,3,433
13388.0,35,131,677.1,3,3,2,332
13389.0,51,11,797.96,1,2,2,122
13390.0,13,74,544.0799999999999,3,4,3,343
13391.0,1,203,59.8,4,4,4,444
13394.0,155,1,2520.0200000000004,1,1,1,111
13395.0,21,185,307.71999999999997,4,3,3,433
13396.0,43,29,1360.9900000000002,2,2,2,222
13397.0,38,72,1544.13,3,3,2,332
13398.0,26,192,457.34,4,3,3,433
13402.0,39,127,621.2300000000001,3,3,3,333
13403.0,3,17,75.0,1,4,4,144
13404.0,11,1,252.49,1,4,4,144
13405.0,25,204,557.45,4,3,3,433
13408.0,478,1,28117.040000000005,1,1,1,111
13410.0,28,24,1003.06,2,3,2,232
13411.0,18,107,213.55,3,3,4,334
13414.0,24,133,1390.5,3,3,2,332
13416.0,19,43,712.5,2,3,2,232
13417.0,28,4,640.83,1,3,3,133
13418.0,304,11,6127.43,1,1,1,111
13419.0,16,63,221.06000000000003,3,4,4,344
13420.0,8,149,159.85,4,4,4,444
13421.0,101,40,1823.2100000000003,2,1,1,211
13422.0,127,64,2626.300000000001,3,1,1,311
13425.0,78,108,1624.2100000000005,3,2,2,322
13426.0,157,0,3641.32,1,1,1,111
13427.0,29,19,582.5999999999999,2,3,3,233
13428.0,71,10,201.77999999999997,1,2,4,124
13429.0,67,10,1006.8000000000001,1,2,2,122
13430.0,49,18,679.45,2,2,2,222
13431.0,46,67,1269.1,3,2,2,322
13434.0,10,74,534.2400000000001,3,4,3,343
13435.0,101,5,3809.8899999999994,1,1,1,111
13436.0,12,1,196.89000000000001,1,4,4,144
13437.0,167,14,3408.0600000000004,1,1,1,111
13439.0,54,255,283.71,4,2,4,424
13441.0,13,91,296.64000000000004,3,4,4,344
13447.0,59,23,1129.1400000000003,2,2,2,222
13448.0,194,16,3534.6900000000005,1,1,1,111
13449.0,19,23,291.88,2,3,4,234
13450.0,71,26,2043.72,2,2,1,221
13451.0,433,26,2898.26,2,1,1,211
13452.0,2,259,590.0,4,4,3,443
13453.0,17,165,356.97999999999996,4,4,3,443
13455.0,46,24,1058.3400000000001,2,2,2,222
13456.0,63,17,1766.72,1,2,1,121
13458.0,382,7,9646.57,1,1,1,111
13460.0,17,29,183.44,2,4,4,244
13461.0,27,38,1444.9999999999998,2,3,2,232
13462.0,9,252,151.5,4,4,4,444
13464.0,41,58,674.6800000000001,3,3,2,332
13466.0,17,184,307.9,4,4,3,443
13467.0,98,10,1071.9099999999999,1,2,2,122
13468.0,302,1,5704.970000000001,1,1,1,111
13470.0,10,99,165.0,3,4,4,344
13471.0,254,1,2501.84,1,1,1,111
13473.0,21,60,422.64,3,3,3,333
13474.0,62,236,226.83999999999995,4,2,4,424
13475.0,86,191,1431.7800000000007,4,2,2,422
13476.0,58,178,1238.47,4,2,2,422
13477.0,79,37,1454.5800000000008,2,2,2,222
13479.0,15,200,300.95,4,4,4,444
13481.0,109,45,1804.5600000000004,2,1,1,211
13482.0,11,232,184.64,4,4,4,444
13483.0,10,65,140.34,3,4,4,344
13484.0,8,241,313.8,4,4,3,443
13485.0,23,233,454.24,4,3,3,433
13486.0,69,78,1122.4100000000003,3,2,2,322
13487.0,34,57,575.4000000000001,3,3,3,333
13488.0,422,17,8968.31,1,1,1,111
13489.0,14,105,449.52,3,4,3,343
13491.0,86,51,1215.8200000000004,3,2,2,322
13492.0,50,136,1269.8400000000004,3,2,2,322
13493.0,6,275,498.63,4,4,3,443
13494.0,18,311,316.26,4,3,3,433
13495.0,48,7,2044.87,1,2,1,121
13496.0,35,10,653.3300000000002,1,3,3,133
13497.0,19,282,348.05000000000007,4,3,3,433
13499.0,42,17,1159.1100000000001,1,2,2,122
13500.0,65,23,1166.77,2,2,2,222
13501.0,52,288,1340.3200000000002,4,2,2,422
13502.0,18,16,292.0,1,3,4,134
13503.0,17,71,216.85,3,4,4,344
13504.0,22,64,295.93,3,3,4,334
13505.0,211,72,3633.63,3,1,1,311
13506.0,26,316,458.52,4,3,3,433
13507.0,162,3,2479.1600000000003,1,1,1,111
13508.0,12,243,110.97,4,4,4,444
13509.0,43,8,964.7200000000001,1,2,2,122
13510.0,115,1,1791.56,1,1,1,111
13512.0,15,260,251.20999999999995,4,4,4,444
13513.0,10,126,205.1,3,4,4,344
13514.0,4,73,152.20000000000005,3,4,4,344
13515.0,59,72,891.12,3,2,2,322
13516.0,44,21,1389.4099999999999,2,2,2,222
13517.0,141,59,2128.4200000000005,3,1,1,311
13518.0,36,85,627.16,3,3,3,333
13519.0,8,78,122.75,3,4,4,344
13520.0,87,58,2984.35,3,2,1,321
13521.0,417,1,1070.47,1,1,2,112
13522.0,5,30,125.80000000000001,2,4,4,244
13523.0,172,33,3964.8799999999997,2,1,1,211
13524.0,27,40,680.1800000000001,2,3,2,232
13525.0,6,14,628.78,1,4,3,143
13527.0,217,33,2242.3600000000006,2,1,1,211
13529.0,15,78,307.76000000000005,3,4,3,343
13531.0,22,205,483.8,4,3,3,433
13532.0,66,33,210.31,2,2,4,224
13533.0,75,182,269.09000000000003,4,2,4,424
13534.0,296,2,5870.08,1,1,1,111
13536.0,178,1,3444.39,1,1,1,111
13538.0,25,43,1280.85,2,3,2,232
13539.0,37,85,631.34,3,3,3,333
13544.0,78,39,276.06,2,2,4,224
13546.0,97,12,621.0899999999999,1,2,3,123
13548.0,123,96,678.1600000000001,3,1,2,312
13549.0,51,25,918.2,2,2,2,222
13551.0,4,319,91.80000000000001,4,4,4,444
13552.0,109,66,3740.07,3,1,1,311
13555.0,135,73,4098.88,3,1,1,311
13557.0,34,28,584.06,2,3,3,233
13558.0,169,5,594.52,1,1,3,113
13560.0,32,7,171.42000000000002,1,3,4,134
13561.0,14,215,141.85999999999999,4,4,4,444
13562.0,82,81,1799.33,3,2,1,321
13563.0,49,84,777.53,3,2,2,322
13564.0,80,354,1174.0300000000002,4,2,2,422
13565.0,38,19,240.22000000000003,2,3,4,234
13566.0,169,40,856.8399999999999,2,1,2,212
13568.0,43,173,187.04999999999998,4,2,4,424
13569.0,78,17,337.12,1,2,3,123
13570.0,27,243,239.49,4,3,4,434
13571.0,340,12,2088.94,1,1,1,111
13572.0,33,205,1384.2500000000002,4,3,2,432
13573.0,25,50,290.25000000000006,2,3,4,234
13575.0,46,23,732.07,2,2,2,222
13576.0,126,10,6717.34,1,1,1,111
13577.0,83,25,1687.6000000000004,2,2,1,221
13579.0,23,14,467.0400000000001,1,3,3,133
13581.0,10,309,118.00000000000001,4,4,4,444
13583.0,53,155,781.03,4,2,2,422
13584.0,24,306,142.4,4,3,4,434
13587.0,8,63,712.4000000000001,3,4,2,342
13588.0,174,15,2478.95,1,1,1,111
13589.0,21,14,379.6499999999999,1,3,3,133
13590.0,87,11,1981.9199999999996,1,2,1,121
13591.0,58,64,1117.13,3,2,2,322
13592.0,16,35,247.95999999999998,2,4,4,244
13593.0,127,108,2011.8800000000003,3,1,1,311
13594.0,26,52,396.97,3,3,3,333
13596.0,146,5,664.1099999999999,1,1,2,112
13598.0,35,47,160.04,2,3,4,234
13599.0,246,1,5149.92,1,1,1,111
13600.0,19,312,219.51999999999998,4,3,4,434
13601.0,99,45,693.3200000000002,2,1,2,212
13602.0,23,64,428.89000000000004,3,3,3,333
13603.0,27,26,164.33999999999997,2,3,4,234
13606.0,40,29,276.75,2,3,4,234
13607.0,97,40,675.51,2,2,2,222
13610.0,215,12,1082.33,1,1,2,112
13611.0,72,89,1154.4,3,2,2,322
13614.0,195,24,1585.4600000000003,2,1,2,212
13615.0,23,318,417.69000000000005,4,3,3,433
13617.0,44,40,544.1800000000001,2,2,3,223
13618.0,13,173,177.34000000000003,4,4,4,444
13621.0,19,116,213.85,3,3,4,334
13623.0,78,30,727.7400000000001,2,2,2,222
13626.0,19,252,257.23,4,3,4,434
13627.0,92,59,1638.47,3,2,1,321
13629.0,59,23,7792.3600000000015,2,2,1,221
13630.0,71,5,2031.7799999999997,1,2,1,121
13631.0,11,99,3070.42,3,4,1,341
13632.0,145,24,2118.9300000000003,2,1,1,211
13634.0,186,33,1547.3600000000001,2,1,2,212
13635.0,62,67,1071.0300000000002,3,2,2,322
13636.0,63,36,949.12,2,2,2,222
13637.0,98,52,803.05,3,2,2,322
13638.0,8,15,122.64,1,4,4,144
13639.0,40,74,1033.34,3,3,2,332
13642.0,57,215,312.28,4,2,3,423
13643.0,28,31,519.44,2,3,3,233
13644.0,146,16,2624.26,1,1,1,111
13645.0,5,120,252.1,3,4,4,344
13647.0,78,9,1648.1200000000003,1,2,1,121
13649.0,23,256,346.59999999999997,4,3,3,433
13650.0,96,16,1836.3400000000001,1,2,1,121
13651.0,5,39,79.2,2,4,4,244
13652.0,63,45,1095.0800000000002,2,2,2,222
13654.0,166,43,2707.33,2,1,1,211
13655.0,56,114,932.97,3,2,2,322
13656.0,49,164,379.65,4,2,3,423
13657.0,16,10,382.14,1,4,3,143
13658.0,108,9,2639.17,1,1,1,111
13659.0,103,205,1563.0000000000002,4,1,2,412
13662.0,52,85,881.26,3,2,2,322
13663.0,13,179,189.47,4,4,4,444
13666.0,12,60,84.65000000000002,3,4,4,344
13667.0,83,149,299.05,4,2,4,424
13668.0,463,2,6309.830000000001,1,1,1,111
13669.0,9,50,218.55,2,4,4,244
13670.0,25,75,349.7,3,3,3,333
13672.0,6,301,186.39000000000001,4,4,4,444
13673.0,60,18,387.43999999999994,2,2,3,223
13675.0,25,151,486.82000000000005,4,3,3,433
13678.0,16,151,232.60000000000002,4,4,4,444
13680.0,194,1,3719.1200000000003,1,1,1,111
13681.0,57,17,827.8300000000002,1,2,2,122
13682.0,3,187,59.5,4,4,4,444
13684.0,29,285,65.13000000000001,4,3,4,434
13685.0,39,2,3119.439999999999,1,3,1,131
13686.0,8,182,72.0,4,4,4,444
13689.0,6,63,910.0,3,4,2,342
13690.0,9,59,172.25000000000003,3,4,4,344
13692.0,53,24,1488.3200000000002,2,2,2,222
13694.0,568,3,65039.619999999995,1,1,1,111
13695.0,90,31,2504.13,2,2,1,221
13697.0,12,38,151.3,2,4,4,244
13699.0,14,155,308.58,4,4,3,443
13700.0,194,26,2248.63,2,1,1,211
13703.0,1,318,99.5,4,4,4,444
13704.0,134,5,2308.06,1,1,1,111
13705.0,28,7,711.86,1,3,2,132
13706.0,20,302,330.7900000000001,4,3,3,433
13707.0,48,267,806.4100000000001,4,2,2,422
13708.0,48,271,283.33000000000004,4,2,4,424
13709.0,335,3,6307.650000000001,1,1,1,111
13710.0,8,31,180.48,2,4,4,244
13711.0,13,218,252.06000000000003,4,4,4,444
13712.0,10,246,228.84,4,4,4,444
13715.0,104,281,1077.39,4,1,2,412
13716.0,21,269,138.28,4,3,4,434
13717.0,102,32,1445.0100000000002,2,1,2,212
13718.0,12,246,306.54999999999995,4,4,3,443
13719.0,60,15,1041.68,1,2,2,122
13720.0,43,116,799.9,3,2,2,322
13721.0,28,36,524.14,2,3,3,233
13722.0,85,131,2375.4100000000003,3,2,1,321
13723.0,6,217,199.85000000000002,4,4,4,444
13725.0,104,49,1980.56,2,1,1,211
13726.0,42,38,1079.66,2,2,2,222
13727.0,20,28,333.4800000000001,2,3,3,233
13728.0,63,36,1016.1399999999999,2,2,2,222
13730.0,43,135,752.5999999999999,3,2,2,322
13731.0,38,219,610.59,4,3,3,433
13732.0,33,28,491.86000000000007,2,3,3,233
13735.0,195,24,2883.5400000000004,2,1,1,211
13736.0,190,5,729.8,1,1,2,112
13737.0,30,200,339.59999999999997,4,3,3,433
13739.0,3,18,216.89999999999998,2,4,4,244
13740.0,23,240,350.75,4,3,3,433
13741.0,34,71,668.4300000000001,3,3,2,332
13742.0,313,16,3107.87,1,1,1,111
13743.0,41,2,1341.5999999999997,1,3,2,132
13744.0,63,95,1080.52,3,2,2,322
13745.0,25,162,300.03999999999996,4,3,4,434
13747.0,1,373,79.6,4,4,4,444
13748.0,28,95,948.25,3,3,2,332
13750.0,24,53,1647.26,3,3,1,331
13751.0,9,288,296.25,4,4,4,444
13752.0,75,124,1175.38,3,2,2,322
13753.0,35,287,741.2600000000001,4,3,2,432
13754.0,12,151,282.6,4,4,4,444
13755.0,321,3,2108.06,1,1,1,111
13756.0,142,2,5189.520000000001,1,1,1,111
13758.0,117,11,3190.55,1,1,1,111
13759.0,25,33,659.4100000000001,2,3,3,233
13760.0,57,54,286.79,3,2,4,324
13761.0,70,50,1070.65,2,2,2,222
13762.0,7,218,306.71999999999997,4,4,3,443
13763.0,15,63,1714.96,3,4,1,341
13764.0,206,70,1516.42,3,1,2,312
13767.0,368,2,17220.360000000004,1,1,1,111
13769.0,135,2,2796.51,1,1,1,111
13771.0,119,64,2634.4500000000003,3,1,1,311
13772.0,173,33,1122.6299999999999,2,1,2,212
13774.0,22,81,345.0,3,3,3,333
13777.0,197,0,25977.16,1,1,1,111
13778.0,9,103,178.7,3,4,4,344
13780.0,57,7,360.01000000000005,1,2,3,123
13781.0,17,250,127.84,4,4,4,444
13782.0,113,12,908.8600000000001,1,1,2,112
13784.0,31,9,2462.79,1,3,1,131
13786.0,7,367,230.4,4,4,4,444
13787.0,31,75,309.03999999999996,3,3,3,333
13790.0,45,4,348.79999999999995,1,2,3,123
13791.0,11,127,1516.0,3,4,2,342
13792.0,13,66,195.55,3,4,4,344
13798.0,349,1,37153.85,1,1,1,111
13799.0,39,116,688.8600000000001,3,3,2,332
13800.0,33,309,558.32,4,3,3,433
13801.0,23,66,324.79999999999995,3,3,3,333
13802.0,60,138,4599.42,3,2,1,321
13803.0,17,255,277.07,4,4,4,444
13804.0,135,30,2588.3900000000003,2,1,1,211
13805.0,13,52,924.6,3,4,2,342
13806.0,10,63,256.38,3,4,4,344
13807.0,7,367,112.60000000000001,4,4,4,444
13808.0,76,5,1747.6600000000003,1,2,1,121
13809.0,12,305,155.04999999999998,4,4,4,444
13810.0,32,28,827.51,2,3,2,232
13811.0,10,183,519.75,4,4,3,443
13812.0,33,42,485.0,2,3,3,233
13813.0,65,39,1168.8600000000001,2,2,2,222
13814.0,57,92,1579.1200000000001,3,2,2,322
13815.0,173,22,3667.36,2,1,1,211
13816.0,26,23,499.67,2,3,3,233
13817.0,22,29,328.98,2,3,3,233
13819.0,36,301,1140.3500000000001,4,3,2,432
13821.0,59,144,385.64,4,2,3,423
13822.0,96,5,632.0,1,2,3,123
13823.0,40,18,957.66,2,3,2,232
13824.0,46,32,1698.94,2,2,1,221
13826.0,10,176,189.5,4,4,4,444
13827.0,92,57,409.8000000000001,3,2,3,323
13828.0,15,22,209.49,2,4,4,244
13831.0,72,16,2198.45,1,2,1,121
13832.0,3,19,52.2,2,4,4,244
13833.0,28,159,383.8499999999999,4,3,3,433
13835.0,55,25,834.57,2,2,2,222
13837.0,18,211,266.59000000000003,4,3,4,434
13838.0,165,5,674.82,1,1,2,112
13841.0,1,252,85.0,4,4,4,444
13842.0,206,58,3385.620000000001,3,1,1,311
13844.0,20,11,361.62,1,3,3,133
13845.0,9,64,312.98,3,4,3,343
13846.0,55,24,865.0600000000001,2,2,2,222
13848.0,5,92,1255.0,3,4,2,342
13849.0,101,51,1537.95,3,1,2,312
13850.0,93,129,1595.4800000000005,3,2,2,322
13851.0,81,95,2651.46,3,2,1,321
13853.0,23,57,1090.1399999999999,3,3,2,332
13854.0,110,8,8109.52,1,1,1,111
13856.0,14,168,388.49999999999994,4,4,3,443
13858.0,11,57,216.17,3,4,4,344
13859.0,28,326,201.16,4,3,4,434
13860.0,76,1,1245.9,1,2,2,122
13862.0,139,18,2209.3599999999997,2,1,1,211
13863.0,20,247,305.78,4,3,3,433
13865.0,30,58,501.56,3,3,3,333
13866.0,7,74,145.67000000000002,3,4,4,344
13867.0,60,31,1005.09,2,2,2,222
13868.0,33,7,3192.54,1,3,1,131
13869.0,304,123,3083.6500000000005,3,1,1,311
13870.0,115,2,2770.94,1,1,1,111
13871.0,336,22,6403.250000000001,2,1,1,211
13873.0,23,119,389.59999999999997,3,3,3,333
13874.0,18,358,540.45,4,3,3,433
13875.0,104,53,1786.7900000000002,3,1,1,311
13876.0,7,63,122.69999999999999,3,4,4,344
13877.0,3,86,117.23999999999998,3,4,4,344
13878.0,35,54,1271.57,3,3,2,332
13880.0,165,21,3219.7700000000004,2,1,1,211
13881.0,178,3,17159.52,1,1,1,111
13882.0,65,2,1191.13,1,2,2,122
13883.0,142,10,2674.4800000000005,1,1,1,111
13884.0,59,7,787.6000000000001,1,2,2,122
13885.0,28,189,506.79999999999995,4,3,3,433
13886.0,16,71,243.56,3,4,4,344
13887.0,19,204,349.55,4,3,3,433
13888.0,39,119,595.6700000000001,3,3,3,333
13889.0,15,92,416.9000000000001,3,4,3,343
13890.0,110,1,1883.8100000000002,1,1,1,111
13892.0,27,26,632.9699999999999,2,3,3,233
13893.0,21,297,821.0999999999999,4,3,2,432
13894.0,27,23,564.6200000000001,2,3,3,233
13895.0,118,28,2593.0700000000006,2,1,1,211
13897.0,17,50,311.16,2,4,3,243
13898.0,12,325,155.92999999999998,4,4,4,444
13899.0,19,16,388.52000000000004,1,3,3,133
13900.0,43,183,740.95,4,2,2,422
13901.0,149,72,2867.2000000000003,3,1,1,311
13904.0,26,37,332.64000000000004,2,3,3,233
13908.0,122,79,2369.55,3,1,1,311
13911.0,148,57,2580.9100000000003,3,1,1,311
13914.0,33,11,626.45,1,3,3,133
13917.0,18,49,272.03999999999996,2,3,4,234
13918.0,30,49,1212.8400000000004,2,3,2,232
13919.0,26,59,348.80999999999995,3,3,3,333
13922.0,7,351,172.25,4,4,4,444
13923.0,20,53,351.13,3,3,3,333
13924.0,117,1,1838.8500000000004,1,1,1,111
13925.0,41,92,678.25,3,3,2,332
13926.0,11,23,223.85000000000002,2,4,4,244
13927.0,21,74,348.99000000000007,3,3,3,333
13928.0,27,10,464.57000000000005,1,3,3,133
13929.0,9,169,842.65,4,4,2,442
13930.0,17,57,337.34000000000003,3,4,3,343
13931.0,58,95,1237.5299999999997,3,2,2,322
13932.0,16,294,307.4,4,4,3,443
13933.0,23,109,608.7900000000001,3,3,3,333
13934.0,31,263,922.1,4,3,2,432
13936.0,26,179,376.58000000000004,4,3,3,433
13937.0,9,169,158.85,4,4,4,444
13938.0,7,35,71.66,2,4,4,244
13939.0,45,23,568.55,2,2,3,223
13940.0,49,17,839.14,1,2,2,122
13941.0,45,21,5112.96,2,2,1,221
13946.0,11,79,561.5699999999999,3,4,3,343
13947.0,5,65,90.60000000000001,3,4,4,344
13948.0,3,360,101.99999999999999,4,4,4,444
13949.0,160,2,2427.3199999999997,1,1,1,111
13950.0,35,11,745.06,1,3,2,132
13951.0,39,176,674.45,4,3,2,432
13952.0,136,217,3251.07,4,1,1,411
13953.0,20,7,3515.6800000000007,1,3,1,131
13954.0,25,1,439.92,1,3,3,133
13955.0,33,154,322.96000000000004,4,3,3,433
13956.0,147,5,1019.2699999999999,1,1,2,112
13959.0,90,79,594.04,3,2,3,323
13960.0,12,21,230.22000000000003,2,4,4,244
13962.0,11,21,169.54999999999995,2,4,4,244
13963.0,35,308,664.54,4,3,2,432
13967.0,2,145,80.7,4,4,4,444
13969.0,619,7,9024.17,1,1,1,111
13971.0,149,18,2758.26,2,1,1,211
